marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,17133231,R2GR64G6UWKSZE,B005CK3GIQ,903406164,"System 2 Noticeably Thinning For Fine Hair Kit Nioxin 10.1oz Cleanser, 5.07oz Scalp Therapy, 3.38oz Scalp Treatment Unisex 3 Pc Kit",Beauty,2,1,1,N,Y,Not the Nioxin formula I was expecting,Did not see any results and found out that the formula was changed and this is not the Nioxin I was expecting.,5/18/2015
US,38631586,R1T1ACR6VVC9U0,B00B3CUA0E,603208558,"Premium Quality 20 New Diamond Series Sqaure Empty Clear Plastic Cosmetic Containers 5 Gram Size Pot Jars Eyshadow Container Lot Size: Diameter: 1 1/2"" x 1 1/2"" (Comes With 1 Free Myo Eyeshadow Sample)",Beauty,5,2,2,N,Y,Economical cosmetic containers,"These are really nice cosmetic containers. They are quite small and crystal clear, more appropriate for lip gloss, eye cream, or eye shadow, but would work well for travel. I actually bought them for use in crafting.",6/23/2014
US,17894914,R1IIIGNPYHVFAM,B004OHQR1Q,709054453,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce",Beauty,5,1,1,N,Y,Love this tool,This makes decorate your nails much easier if you ever decorate your nails yourself you need this in your life,8/25/2015
US,4224840,R3N2C08ZJJ6SY1,B00HDZGF4K,371977855,"Joy & Karma Topical Vitamin C Anti Aging Serum for Face with Hyaluronic Acid, 1 fl oz",Beauty,5,0,0,N,N,5 stars!,My skin feels so soft and smooth since using this!,8/31/2015
US,37551201,R24WRZTK3E69CX,B003UKKH6O,10034795,Oral-B Vitality Prowhite Rechargeable Electric Toothbrush 1 Count,Beauty,1,0,0,N,Y,Short life,Stopped working in 1.5 years.,3/27/2015
US,22319385,R1A1RGJ3B4YPL7,B00SM99KWU,116158747,Biore UV Aqua Rich Watery Essence SPF50+/PA++++ (pack of 2),Beauty,4,1,1,N,Y,Feels nice on the skin but don't know about protective properties yet,"Lightly scented but I only smell it when I first apply it and for a few minutes after. Easy to spread and fast absorbing. At first feels slightly tacky but can't even feel it after a few minutes. Doesn't leave me greasy. Wished it was just a little moisturizing because I have dry-combination skin, but it doesn't make me dryer so I'll live. Hasn't broken my skin out yet. Western brands always seem to break me out. Asian brand skincare is the only thing that my skin is okay with.<br /><br />Whether it protects me from UV rays or not, I'm not sure yet because I haven't been outside for more than 15 minutes at a time per day so far.",6/11/2015
US,13130358,R2G9Y31C5M748W,B00FWXBLHG,464001209,Vintage Lil' Sponge Holder,Beauty,5,2,2,N,Y,Great holder,I love this holder. It love the way it looks and the fact that you have both sides to put sponges. i have it on my kitchen counter.,5/1/2014
US,53047441,R1CJVE0C32M29R,B00B3CUA0E,603208558,"Premium Quality 20 New Diamond Series Sqaure Empty Clear Plastic Cosmetic Containers 5 Gram Size Pot Jars Eyshadow Container Lot Size: Diameter: 1 1/2"" x 1 1/2"" (Comes With 1 Free Myo Eyeshadow Sample)",Beauty,5,0,2,N,Y,Exactly what I needed,"I went through many different ads till I found what I wanted. These are exactly what I needed. Exactly as described. Arrived in record time. Even though I ordered several items from different sellers I was able to check out one time, make one total payment and my order arrived correctly, even though different vendors were involved. Makes for an easy transaction for me, the consumer. Thanks, Amazon!",4/27/2014
US,46070787,R26PD0WJL7SW0W,B00YMMENPK,74880696,Rose Water,Beauty,5,0,0,N,Y,Five Stars,I love Rosewater and how wonderful it is to give one a dewy look.,8/31/2015
US,15358566,R37IQMUOQLIUDU,B00YQK1LVC,91155179,Premium Makeup Sponge Blender Duo – Black and Pink Egg Shaped Colorful Cosmetic Appliator set - Use This Ecotools for Blending Wet or Powder Foundation and Concealer - Get the Quality for Less Price!,Beauty,5,1,2,N,N,These are fantastic Sponge Blenders,"These are fantastic Sponge Blenders! I rinse out the sponge with water, squeeze out the excess water, and pat dry on hand towel. I use the black one for apply my foundation by lightly tapping on my face. It doesn't leave any streaking or make my face feel like or have appearance of the my makeup being caked on. The pink one I use for concealer and contouring. Flawless Face Art created two very good sponges. The sponges are soft, the shapes are fantastic to get in small areas around the eyes, and it leaves a perfect matte finish. The clean up is easy. I just use water and a little antibacterial soap, rinse thoroughly, and leave them out to dry. #1 Best Beauty Sponges Blenders and truly what the name says. This product was received either at no or low cost for review, inspection and testing purposes. No compensation for a positive review was provided. All thought and opinions are my own and are not influenced by anyone.",8/2/2015
US,42896658,R3ILBTO0CD2NAF,B000NL0T1G,585793391,"Merkur Futur MK 23C Long-Handled Traditional Double Edge Safety Razor - Excellent Comfort, Control, and Design - 4.2 Inches, Chrome Finish",Beauty,5,0,0,N,Y,Best investment ever single blade is all you need less ...,Best investment ever single blade is all you need less irritation. Been using the Gillette blades for the last 25 years just became too costly with the Merkur I get a better shave and save money in the process.,8/5/2015
US,28850115,R2KDMAND6IAKTT,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,5,2,2,N,Y,We love it.,"We love this soap makes you clean, helps brighten my skin and not dry it out. It also helps remove small bumps on the back of my arms. I have since purchased this but a much larger quantity.",6/1/2013
US,44039542,R25BNJ905OMKLZ,B00W2U437W,884895186,"XTAVA Define Lashes Volumizing Waterproof Mascara (Black) - Long-wear Formula with Easy-On Easy-Off Technology (TM) - Fiber Thickening & Lash Lengthening Voluminous Mascara - Smudge, Clump and Flake Resistant - Cruelty Free",Beauty,5,0,0,N,Y,Five Stars,Best mascara ever!!!!!,8/15/2015
US,49170808,R3078VDRZUFS3E,B000NL0T1G,585793391,"Merkur Futur MK 23C Long-Handled Traditional Double Edge Safety Razor - Excellent Comfort, Control, and Design - 4.2 Inches, Chrome Finish",Beauty,5,0,0,N,Y,Replacement blade,Replacement for another blade I bought. I like this blade.,6/16/2015
US,33389512,R6NICURXO9DH0,B00FBO8FCA,125729638,Mederma Advanced Scar Gel (50 g),Beauty,2,24,35,N,Y,Misleading Mederma,"I have used this product on two occasions both with very dissapointing results. I even spoke to my doctor about it who said that the product is a waste of money. She recommended ScarAway Silicone Sheaths which I have been using in combination with ScarAway Gel and this has definitely made a difference. ScarAway is a lot cheaper too, in addition to being 100% more effective. It can be used on old or new sacrs (as long as new scar is properly healed); you must use it everyday.<br /><br />I should mention that I am a brown skinned person of colour and to be fair maybe this product wasn't created for my skin type. It was a waste of money for me.",8/20/2014
US,43490665,R2XAWHS4S100BW,B00NL2AOPU,216929872,Philips Sonicare Powerup Battery Toothbrush,Beauty,5,0,0,N,Y,Five Stars,This works great and I love that there are no cords.,6/9/2015
US,33817369,R1TLC9LWAHR2ES,B005CK3GIQ,903406164,"System 2 Noticeably Thinning For Fine Hair Kit Nioxin 10.1oz Cleanser, 5.07oz Scalp Therapy, 3.38oz Scalp Treatment Unisex 3 Pc Kit",Beauty,5,1,2,N,Y,very helpful,"I have used it before to help battle hair loss after illness or childbirth. The smell doesn't bother me at all. I do however, use the conditioner at the scalp and use a diff brand in the length. I noticed a dramatic difference in the amount of hair lost within two weeks maybe less. I would recommend this product to everyone.",8/8/2015
US,52175945,R33TPQV7K4Q0V1,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,5,7,7,N,Y,Just What I Needed!,"I bought this so I could have hands-free magnification to put on my eyeliner and pluck my brows while I travel. This meets those needs perfectly. Any smaller would be useless and any bigger would be too cumbersome for travel. At 5&#34; across, I can't see my whole face at once, but I can see the center -- both eyes, nose & mouth. But I am only looking at one eye at a time anyway, so this works for me. I stuck it on my bathroom mirror at home so I can use it all the time, and it makes things a lot easier for me. The suction cups are very strong, but of course they will only stick to glass, tile, or maybe metal (it won't stick to a wall). As for distortion, I don't find that at all, but it depends where you stand. If your view is distorted, step back or forward until you're at the right distance. This level of magnification is more than enough for me, so I'm very happy with the purchase.",12/17/2014
US,42999045,R2HQL79V757TLE,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,5,0,1,N,Y,Great Soap for an Affordable Price.,"When I was a child my parents used to sell this soap, so believe me I know what wonders it can do. I recommend this soap for any skin type. But beware! If you have sensitive skin (like me) you cannot leave it on your skin for long, it will start to sting because it has LIME JUICE in it. ( So in other words wash one part of your body and rinse, then move on to the next ). But other that that it clears scars and makes your skin beautiful.",1/30/2013
US,14046036,R3K6URZEF3ZY1R,B000FRWNL2,205576691,Revlon Perfect Heat Jumbo 3 Barrel Waver,Beauty,5,2,2,N,Y,Always get compliments after using it.,Works great. Always get compliments after using it. Only take me about 15 minutes.,12/2/2014
US,25503294,RO1WBINGKX9ZU,B008Y9M412,874223919,Etude House Fresh Cherry Tint # 02 RD301,Beauty,3,1,1,N,Y,Weird bitter taste to the tint... Not ...,Weird bitter taste to the tint... Not sure if it's a fluke with the one I received or if it's just standard. It tints for a while but eventually rubs off after consuming foods/liquids.,6/24/2015
US,24123095,R26CWHZ93MFWSB,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,5,21,22,N,Y,the best...,"The \\""self-sharpening\\"" feature is great. Won't use any other kind from now on. Product really is waterproof, goes on easily and stays. The best!",8/23/2011
US,5056327,RTV0WGR7AW4U0,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,5,0,1,N,Y,Excellent bathing soap,Very good soap. Ignore the black color. This soap works wonders. Smells good too.,9/23/2014
US,26899199,R26RZM0CJT013H,B000FRWNL2,205576691,Revlon Perfect Heat Jumbo 3 Barrel Waver,Beauty,5,131,133,N,Y,Love!,I love this! It took me about 35 mins to do all my hair since it was my first time using it and it's pretty heavy- but the waves have stayed in all day.,5/11/2015
US,30303911,R538LCBFNI2BW,B00M1SUW7K,246816549,"Can You Handlebar All-Natural Secondary Moustache Wax : Extra Strength, Firm Hold",Beauty,5,0,0,N,Y,Five Stars,Great product,6/30/2015
US,47505880,R3Q8ONFM74XN4P,B00461F4PA,608719013,"Baby Foot Exfoliant Foot Peel, Lavender Scented, 2.4 Fl. Oz.",Beauty,1,1,1,N,Y,Total waste,This product did absolutely nothing for me. And after following instructions exactly I got no results whatsoever.,5/16/2015
US,40079483,R1GBKET8XV1BGD,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,1,4,5,N,Y,I have been taking this product for two months now ...,I have been taking this product for two months now and have not seen any hair growth. I will continue to take it for another month or so to see if that makes a difference.,8/20/2015
US,5057507,R2TOEHZT9AK1XL,B00B3CUA0E,603208558,"Premium Quality 20 New Diamond Series Sqaure Empty Clear Plastic Cosmetic Containers 5 Gram Size Pot Jars Eyshadow Container Lot Size: Diameter: 1 1/2"" x 1 1/2"" (Comes With 1 Free Myo Eyeshadow Sample)",Beauty,5,2,2,N,Y,a great size,These are a nice size. They look prety. I just like the round containers better. They take up a little bit more space when I send them out.,10/21/2013
US,11387373,R1HGQ8LDREQ743,B00FBO8FCA,125729638,Mederma Advanced Scar Gel (50 g),Beauty,5,1,3,N,Y,This is the best. Don't use other version,This is the best. Don't use other version. Original version is the best.,11/6/2014
US,21432568,R11A12UQ13I12V,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,1,1,1,N,Y,Save Your Money,"These are very distorted unless you get really close. Bought a couple and they are going in the yard sale stuff, too annoying to use. This is one of those things that you are better off to spend more money on a better product.",6/11/2015
US,46347122,RO2GU6PMXRK3E,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,5,0,0,N,Y,Great eyeliner,"This is good eye liner. It applies nicely and it goes on evenly. I like the look of a python black line around eye , this is affordable for the quality of the product!",9/1/2013
US,48386756,R2GE01TOQ9XCSJ,B00FBO8FCA,125729638,Mederma Advanced Scar Gel (50 g),Beauty,5,0,0,N,Y,Five Stars,Great price! Recommended by my surgeon and it really works!,7/16/2015
US,12282660,R201V3FL9LODK8,B00KCFAZTE,100743892,"InstaNatural Eye Gel Cream - Wrinkle, Dark Circle, Fine Line & Redness Reducer - Pure & Organic Anti Aging Blend for Men & Women with Hyaluronic Acid - Fight Bags & Lift Skin Under Eyes – 50ml…",Beauty,5,0,0,N,Y,Five Stars,Excellent product for the eyes with a wonderful consistency. Recommended.,8/31/2015
US,43076122,R3BFEULV4FUU0N,B00PATJU8Y,379370722,TRESemmé PERFECTLY (UN)DONE Hair Spray 7.7 oz,Beauty,3,0,0,N,Y,Not a bad salt spray,"This is a pretty decent salt spray. It has a pretty good smell but I find that it can leave my hair a little too hard, like i've sprayed with too much hairspray.",7/7/2015
US,23858577,RNGLXWGKK6H93,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,5,54,54,N,Y,Very pleased,"I based my purchase on other's reviews and am very pleased with the quality of the 12x Swissco mirror. I ordered two for our family. Both arrived well-packaged in bubble wrap. I have been searching for a large size high-magnification mirror that isn't distorted, can be mounted on a smooth surface, and not outrageously expensive. The 12X magnification on the Swissco is clear - no distortion. The mirror is 5 inches in diameter, as stated, which is plenty large to view your face (too large for a purse, but fine for a large tote bag). The 12x magnification is perfect for grooming chores or cosmetics applications that your eyes may miss. We attached the Swissco to our vanity wall mirror. The 2 suction cups are large enough to provide good support. Be sure to mount it so the suction cups are on the horizontal. If you mount the suction cups vertically, it is possible for the mirror to fall if the suction cups loosen over time. We plan on taking one along when traveling. For an item made in China, it is surprisingly high quality. Thank you to fellow reviewers and the packers at Amazon.",8/8/2013
US,28849307,R3Q8KRHR5JHZDI,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,5,0,0,N,N,Awesome!,Have been using this for years now. Great for precision and creating a fine line. I recommend it for sure!,8/25/2013
US,31808187,RC6DUNEMTDH7M,B00HFQQ0VU,311309827,Waterpik Aquarius Water Flosser,Beauty,3,0,0,N,Y,Three Stars,it works very well. Smaller than I expected. On/off button very stiff to work.,6/19/2015
US,40667566,R318UVX1EF52AP,B007S69QAY,602097956,Conair Xtreme Instant Heat Jumbo And Super Jumbo Hot Rollers,Beauty,5,0,0,N,Y,Five Stars,Exactly as described!,1/2/2015
US,12838797,R3NKM6N5G6D2AY,B00PKIE760,196988457,"InstaNatural Cellulite Cream - With Caffeine and Retinol - Firming Lotion and Dimple Remover for Legs, Arms, Stomach, Buttocks and More - No Wrap Needed - With Jojoba Oil and Vitamin E - 4 OZ",Beauty,5,0,0,N,Y,excellent,I bought this for my wife and I must say it's very good. Excellent product...Will definitely purchase again.,8/19/2015
US,8778766,R1QSNTUUBD38OI,B002HWS7RM,255651889,"Diane D722 Color, Perm And Conditioner Processing Caps - 100-Pack - Clear",Beauty,5,0,0,N,Y,Good,Awesome!! i can feel the heat upto my scalp not like before im only using a ordinary shower cap and the price is great!,6/17/2013
US,51317927,R1UPJ9OVI71P93,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,4,4,5,N,Y,Preliminary Results: Fuller Brows and Lashes,"I hesitated buying this product because many of the positive reviews are FAKE. If you check, it's the same pattern over and over. They review Viviscal, and on the same day a few other products--I suppose to make it seem like they are real customers. But that's it--no other reviews from any other day. Sure, so believeable! And I have a bridge to sell you...<br /><br />Now on to my experience! Earlier in the year I had to go on blood pressure medication that made my hair fall out. It was gradual at first, but began to pick up speed. Changed to a different kind, and with days my hair was falling out by the handfuls. I was beyond upset! Switched to a third medicine and the fallout stopped, but by then the damage was done. I had had incredibly thick hair, and it was soooo much thinner. I realize no one could tell, but it was still upsetting. Quite by accident, I was on a forum (not related to hair) and someone mentioned their hair improved by taking Viviscal.<br /><br />After about a month, it seemed like my eyelashes and eyebrows were a bit fuller, but wasn't sure if it was my imagination/wishful thinking. (These had thinned over time due to normal aging.) Now, after two months, they are definitely getting more lush! I am thrilled!!<br /><br />As for hair growth, I definitely can see the new hairs growing in at my temples. Can't really say if that's due to the vitamins, or just normal hair growth from stopping the bad medicine. Will try to update this review over time!<br /><br />One other thing to add: I see others have mentioned getting acne while on this. I am VERY acne prone and have not had this happen.",8/31/2015
US,34535128,RUWN5IB73S9LK,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,2,0,1,N,Y,too big,Way bigger than I expected it to be.. also if you clip it to a mirror the sink is in the way and it's too far and it gets distorted...,4/17/2015
US,13024077,R1030JLVJXMYNH,B004OHQR1Q,709054453,"Dotting 5 X 2 Way Marbleizing Dotting Pen Set for Nail Art Manicure Pedicure, 4 Ounce",Beauty,5,0,0,N,Y,Great Set for the Artistic Ones,"I received this set very quickly and was excited to try it. I was imagining all of the ladybugs, zigzags, stripes, animals, etc. I could paint on my nails. Well, I'm not very artistic and it shows on my nails lol. The tools are great but they aren't magic! If you have a steady hand and patience to really concentrate, these tools will help you create all the designs I can only dream about :)",8/30/2015
US,44916305,R2L45T1TKI6G77,B00PKIE760,196988457,"InstaNatural Cellulite Cream - With Caffeine and Retinol - Firming Lotion and Dimple Remover for Legs, Arms, Stomach, Buttocks and More - No Wrap Needed - With Jojoba Oil and Vitamin E - 4 OZ",Beauty,4,0,0,N,N,... very strong smell but other than that it a good consistency for a cream,When you open it theres a very strong smell but other than that it a good consistency for a cream. It goes on smoothly and my skin is looking better. I was given a discount on this product for an honest opinion.,8/25/2015
US,52503250,R2QSU0JSEBWTZL,B001SYWTFG,111742328,CoverGirl Queen Collection Perfect Point Plus Eyeliner Black Onyx 200,Beauty,4,0,0,N,Y,Does the job,"Good color, smooth application, all you can ask for in an eyeliner.",8/18/2014
US,49029545,R3OOUIGFG0LSY0,B005CK3GIQ,903406164,"System 2 Noticeably Thinning For Fine Hair Kit Nioxin 10.1oz Cleanser, 5.07oz Scalp Therapy, 3.38oz Scalp Treatment Unisex 3 Pc Kit",Beauty,5,1,1,N,Y,Five Stars,My son loves it. Seems to be helping him.,5/27/2015
US,10885584,R1JSXLHVW8VD6N,B004J2P6D6,496393111,E.L.F Powder Puffs,Beauty,1,0,0,N,Y,Size,puffs way too small,8/4/2015
US,27892294,R1DN1Z6IG3FEIB,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,5,5,6,N,Y,Works wonders!,"LOVE this product! I was so skeptical when my stylist first recommended it, but now I can't live without it. My hair is lustrous, shinier, and the growth rate is phenomenal. Don't expect waist length hair overnight by any means, but for myself, I'm definitely averaging at least a half inch a month. The only downside is going for gel manicures or acrylic nails these days. The time between fill-ins has dramatically decreased! Can get a bit costly!",8/19/2015
US,52151053,R1N6H13VADN0UK,B003UKKH6O,10034795,Oral-B Vitality Prowhite Rechargeable Electric Toothbrush 1 Count,Beauty,5,0,0,N,Y,Great Buy!,Great toothbrush!,11/25/2014
US,32786816,R3XNM7MSOFGIH,B00NL2AOPU,216929872,Philips Sonicare Powerup Battery Toothbrush,Beauty,5,0,0,N,Y,Great brush for the $$,Great brush for the price.,8/29/2015
US,4828403,R1YBQNQB29P1PE,B000FRWNL2,205576691,Revlon Perfect Heat Jumbo 3 Barrel Waver,Beauty,1,1,2,N,Y,One Star,Broken since the firast use,12/31/2014
US,10305297,RCFQH3Q031F8H,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,5,1,1,N,Y,I love this soap!!!,"I began using this soap on my face because I have very oily skin and I get breakouts in the summer months. Wonderful results! My skin did not break out and was much smoother. I then ordered a 6-pack and began showering with it the following winter. My skin is very sensitive so I can't use anything with perfumes in it. I noticed that my skin did not get as dry as it usually does in the winter, and remained soft and supple. Now it's the only face and body soap I use. I recommend it to friends and family all of the time.",7/6/2013
US,28955973,RZRM7C0M7QE0S,B002HWS7RM,255651889,"Diane D722 Color, Perm And Conditioner Processing Caps - 100-Pack - Clear",Beauty,5,0,0,N,Y,good for conditioning,"I use these when I condition my hair under a hooded dryer, or when Im doing a henna treatment on my hair. Good quality normal conditioning caps. I have long hair and it all fits underneath. Definitely very happy with purchase.",2/4/2014
US,41203407,R3E0571DUWGA9Y,B002JPJ2ZS,507629966,Viviscal Extra Strength Hair Nutrient Tablets,Beauty,5,2,3,N,Y,Yes it works! My hair for the last 10 ...,Yes it works! My hair for the last 10 years has only grown just below my shoulders and than it stops growing. I have been taking Viviscal for only 30 days and my hair since being cut 3 weeks ago has preceding below my shoulders. It's grown at least an inch in 30 days. I'm impressed and will continue taking in hopes that my hair will continue to grow,8/13/2015
US,49332238,R3343GNHIYLJK3,B00461F4PA,608719013,"Baby Foot Exfoliant Foot Peel, Lavender Scented, 2.4 Fl. Oz.",Beauty,2,0,0,N,Y,Two Stars,Not worth the money,5/16/2015
US,17260649,R43NZR81KG836,B00W47D9K0,106718297,L.A. Girl Matte Flat Finish Pigment Gloss,Beauty,4,0,0,N,Y,"Nice, but...",I loved the matte! But this was a little too sticky once it dried for my liking.,7/10/2015
US,37361778,R9PC0ZS6RPVOG,B00W2U437W,884895186,"XTAVA Define Lashes Volumizing Waterproof Mascara (Black) - Long-wear Formula with Easy-On Easy-Off Technology (TM) - Fiber Thickening & Lash Lengthening Voluminous Mascara - Smudge, Clump and Flake Resistant - Cruelty Free",Beauty,4,10,11,N,N,Not too bad...but I wouldn't say it's too volumizing...,"*Disclosure: I received this product free in exchange for my honest opinion. All opinions expressed are my own.*<br /><br />This bottle of XTAVA Define Lashes Volumizing Waterproof Mascara came packaged in a box that has a shiny sticker on both ends, showing that it had not been tampered with before it arrived to me. I really liked that. I cut one of the stickers in order to open the box to get to the mascara. When I pulled the wand out of the bottle, it was very flexible and quite a bit of the liquid came out on the wand. I had to put the wand back in the bottle to try to get the liquid off of it before applying to my lashes. I had to do this several times throughout application. I didn't really feel like this mascara &#34;volumized&#34; my lashes persay, but it did make the length of them show up a little more vividly than if I did not have on any mascara at all. My lashes did not clump together a whole lot. What did clump together, I was able to pull apart before they dried. I had to apply several coats of mascara to be able to see that they mascara was even on my eyes. As the day went on, I hit my lashes several times and the mascara did not come off. I really liked that about this product. Overall, I think it's a decent product, but not sure if I would order again since I have some other mascaras that have more of a plumping/volumizing feature than this one - if that's the specific feature you're going for. If you want a product that makes your lashes look more &#34;natural&#34;, then this is the one.",8/19/2015
US,23994109,RK916LVNIY6X0,B00YMMENPK,74880696,Rose Water,Beauty,5,0,0,N,Y,Organic Rose Water Spray,"very refreshing, feels like a rose garden. Highly recommend.",8/30/2015
US,14907114,R3M4F0WAT0VW5V,B00M1SUW7K,246816549,"Can You Handlebar All-Natural Secondary Moustache Wax : Extra Strength, Firm Hold",Beauty,5,0,0,N,Y,Great stuff!,Great stuff!!! Better hold than I thought it was going to be. Glad to buy a product from the great state of Michigan!,8/22/2015
US,42634970,RSJ7WT74J4FG1,B00YMMENPK,74880696,Rose Water,Beauty,5,0,0,N,Y,Beautiful scent!,"Great, light rose scent, its not a perfume so dont expect the scent to last all day, I wouldn't want it to really. Love that it is a spray. I use this one in conjunction with another OZ Naturals toner. I rotate them use one during the day and one at night. You can even use this one on your hair, so when I use this one I give my whole body a nice spritz. Very gentle, doesn't dry out my skin. I love it!",8/18/2015
US,10024141,R1XCG50KMFG4KE,B00HFQQ0VU,311309827,Waterpik Aquarius Water Flosser,Beauty,5,0,1,N,N,Great buy,A great buy for the price. Item works as described and was shipped fast.,6/20/2015
US,10917884,R19368VUXIN6YU,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,5,1,2,N,Y,I Love This Stuff!,"I'm so happy I found this. I've been on a quest for all natural products and this one is one of my favorites. I started using this about 2 and a half months ago and I'm never going back. My skin is clearing up, not all that quickly but I don't mind; most of my blemishes have faded or are fading and I rarely get break outs and if I do they disappear quickly. After 2 weeks of using it my skin was noticeably softer; my boyfriend came to visit and commented on how abnormally soft my skin was (I kinda didn't want to tell him about the soap)! I use it every night in the shower (no rag) and in the morning on my face (every other morning may work as well). A little goes a long way, you don't need to slather it on. It is extremely drying but I use 100% Shea Butter, I did have to use regular lotion at some point and it worked fine, I did have to apply a bit more than usual though. Bottom line: this stuff is wonderful.<br /><br />*UPDATE*: It turns out this this is all natural save for the fragrance added. The smell has never bothered me, I like it. However if that bothers you maybe it's not for you. Overall it's still wonderful.",1/7/2013
US,11554099,R2YBSEMMNXOSEE,B00O09E33C,216529863,"Clogged Pores Natural Cleansing Kit - Vegan Cleanser Face Wash Soap 3.4 oz and Facial Cream 1.7 oz Care - Shea, Olive, Jojoba, Tea Tree & Almond Oils Blend Set",Beauty,5,6,7,N,Y,Acne is disappearing and blemishes fading,"I have continued to use this product for around 7 months. I love what it does to my face. The cream continues to keep my skin moisturized and the soap works wonders on any blemishes or acne. My skin is combination type, dry in some places but it can get a bit oily in others. This seems to help keep my skin balanced.",1/9/2015
US,27186390,R1BDRJ0GKNL6BD,B009MLSJ38,230456635,"Swissco Suction Cup Mirror 12x Magnification, 5 inches",Beauty,1,4,4,N,Y,The reflection varies across the surface of the mirror.,When I try to use the mirror the reflection is distorted in some areas of the mirror. I would not recommend this mirror.,5/12/2014
US,22427341,R1QKFUOQSX6ZB2,B001AT00MI,432194503,"Clubman Club Mend, 4 Fluid Ounce",Beauty,5,10,10,N,Y,Best Mens' Facial care Product EVER!,"I've been using Clubman Bump Repair Gel for about 5 years now and I'm so bummed to learn that they've discontinued manufacturing it. This is the best after shave treatment available, so now I have to stock up. Despite following all of the shaving best practices (heat, moisture, exfoliation, good shaving cream, direction of razor...etc., living in Arizona with our wicked summer heat, I'd often get get razor burn, irritation and ingrown hairs. Clubman Gel resolves most of that.<br /><br />You put it on after washing your face clean after a good,close shave and it does its magic. The brisk yet soothing combination of alcohol, salicylic acid and virtually no fragrance meant it would close my pores avoiding bacterial infection, evaporate quickly leaving no residual stickiness and the salicylic acid (aspirin) drastically reduces inflammation, outbreaks and in-growns. There's virtually no odor or fragrance to compete with my cologne or other body treatments -- just a clean, tight afterglow.<br /><br />I am so bummed that Pinaud/Clubman have decided to discontinue this product and if any representative of that company reads this, please consider that you do have a loyal consumer base out here who'd buy lots more of your product. Hopefully like Cher or Barbra Streisand you'll have a come-back tour some day!",9/5/2011
US,3031569,RCZHBBTS0NUWM,B000NZAIC2,14865456,Dudu-Osun African Black Soap 150g (6 pack),Beauty,4,0,0,N,Y,A good product,"I like the scent of the soap, the odor reducer and it helps to smooth bumps from face. It's enjoyable and beneficial product",8/20/2013
US,41204199,R3SWKIF57WB74G,B005CK3GIQ,903406164,"System 2 Noticeably Thinning For Fine Hair Kit Nioxin 10.1oz Cleanser, 5.07oz Scalp Therapy, 3.38oz Scalp Treatment Unisex 3 Pc Kit",Beauty,5,2,2,N,Y,Works marvelously!,I have used this product system for one year now and it has help me regain thickness to my hair. I had hair loss due to some medical issues and my Nioxen helped me to recover hair growth in thickness over the past year. I am extremely happy with the results!,8/6/2015
US,51493266,REPBC0M0YTJ7X,B00YQK1LVC,91155179,Premium Makeup Sponge Blender Duo – Black and Pink Egg Shaped Colorful Cosmetic Appliator set - Use This Ecotools for Blending Wet or Powder Foundation and Concealer - Get the Quality for Less Price!,Beauty,5,0,0,N,Y,Five Stars,Absolutely love these! Best beauty blenders I've used so far!,8/19/2015
